date,open,high,low,close,volume
2024-01-02,47.68,48.1,47.25,47.61,239057
2024-01-03,47.64,47.85,47.15,47.5,206897
2024-01-04,47.71,48.37,47.5,48.3,267025
2024-01-05,48.25,49.13,47.9,48.65,300429
2024-01-08,48.65,48.65,47.67,48.05,278097
2024-01-09,47.76,48.38,47.16,48.22,216070
2024-01-10,48.22,48.82,47.89,48.27,178208
2024-01-11,48.27,48.54,47.78,48.05,212369
2024-01-12,47.95,48.76,47.63,48.05,243611
2024-01-15,47.89,49.03,47.71,48.93,191241
2024-01-16,48.66,50.0,48.15,49.97,337304
2024-01-17,49.68,50.34,49.42,49.42,269141
2024-01-18,49.84,50.04,48.13,49.45,390231
2024-01-19,49.05,49.65,48.91,49.19,299370
2024-01-22,48.93,49.71,48.13,48.39,359803
2024-01-23,48.57,49.74,47.85,49.43,288485
2024-01-24,49.2,50.49,49.07,50.24,264637
2024-01-25,50.35,50.54,49.29,49.4,249636
2024-01-26,49.4,50.8,49.4,50.56,327457
2024-01-29,50.95,52.53,50.74,51.74,374987
2024-01-30,51.75,52.25,51.05,51.27,273733
2024-01-31,50.96,51.99,50.47,51.3,255442
2024-02-01,51.28,52.51,51.05,51.86,303402
2024-02-02,51.55,51.93,50.36,51.3,289505
2024-02-05,51.05,52.65,50.87,52.5,461603
2024-02-06,52.31,53.84,52.07,53.0,379464
2024-02-07,52.34,54.22,52.08,54.16,461959
2024-02-08,54.34,55.41,53.03,53.34,347232
2024-02-19,54.75,54.75,52.86,53.65,356959
2024-02-20,53.35,54.84,52.72,54.75,296309
2024-02-21,54.05,55.6,53.73,54.76,277972
2024-02-22,54.26,54.84,54.08,54.4,192591
2024-02-23,54.73,55.15,52.37,52.67,430936
2024-02-26,52.9,54.55,52.9,53.35,340977
2024-02-27,53.64,55.04,53.15,54.97,280148
2024-02-28,55.05,55.36,54.0,54.87,253674
2024-02-29,55.05,56.53,54.8,55.68,489210
2024-03-01,56.55,57.56,55.93,57.52,328449
2024-03-04,58.05,59.05,56.55,57.65,373844
2024-03-05,57.7,58.45,56.5,58.09,355253
2024-03-06,57.95,58.58,57.35,57.56,219230
2024-03-07,57.5,59.7,57.25,58.85,306340
2024-03-08,58.92,59.54,57.93,59.15,261254
2024-03-11,59.14,59.15,57.61,58.47,280270
2024-03-12,58.4,58.4,56.1,57.18,507399
2024-03-13,56.71,57.38,56.05,57.12,327232
2024-03-14,56.91,57.8,56.65,57.55,315317
2024-03-15,57.44,57.55,56.35,57.07,254639
2024-03-18,56.93,56.94,55.4,55.41,425011
2024-03-19,55.25,56.17,55.22,55.65,297946
2024-03-20,55.25,55.55,54.45,54.93,377909
2024-03-21,54.96,55.09,53.18,53.6,391892
2024-03-22,53.61,55.7,53.55,55.67,431568
2024-03-25,55.24,56.71,54.83,55.95,269033
2024-03-26,55.36,56.3,55.36,55.77,253537
2024-03-27,55.58,57.93,55.56,56.72,348428
2024-03-28,57.28,58.44,56.23,57.63,451854
2024-03-29,57.63,58.78,56.71,57.27,254689
2024-04-01,57.55,59.33,57.15,59.27,327712
2024-04-02,59.05,59.58,58.8,59.3,226536
2024-04-03,59.25,59.95,59.03,59.78,206265
2024-04-08,59.77,59.9,57.72,58.37,324345
2024-04-09,58.05,58.65,57.87,58.09,194783
2024-04-10,57.92,59.25,57.61,58.22,180820
2024-04-11,58.0,59.0,57.66,58.12,190048
2024-04-12,58.04,58.65,57.63,57.94,217344
2024-04-15,57.94,60.05,57.76,59.89,317837
2024-04-16,59.83,61.82,59.62,61.36,391914
2024-04-17,61.05,61.85,60.03,61.63,245496
2024-04-18,61.63,64.38,61.43,63.05,395421
2024-04-19,62.48,63.63,62.48,63.05,288123
2024-04-22,63.25,64.24,62.55,63.03,289438
2024-04-23,62.88,63.05,60.64,61.44,382179
2024-04-24,61.39,61.69,59.8,60.95,307830
2024-04-25,60.18,61.61,60.18,61.29,220333
2024-04-26,61.3,61.7,60.47,61.42,242257
2024-04-29,61.35,61.93,60.28,61.25,332264
2024-04-30,59.89,64.2,59.85,62.83,571318
2024-05-06,63.55,64.51,62.7,64.06,461799
2024-05-07,63.86,65.38,63.67,64.15,304315
2024-05-08,63.55,64.39,63.44,63.8,176620
2024-05-09,64.05,65.39,63.67,64.9,285718
2024-05-10,65.25,65.38,64.39,64.93,224879
2024-05-13,64.93,66.04,63.75,65.76,271674
2024-05-14,65.73,65.94,63.25,63.89,399236
2024-05-15,64.53,66.13,64.14,65.79,301895
2024-05-16,65.79,65.83,64.83,65.37,246004
2024-05-17,64.81,65.53,62.55,64.06,418483
2024-05-20,63.04,63.91,62.24,62.6,426430
2024-05-21,62.3,63.33,62.23,62.58,243588
2024-05-22,62.37,62.57,61.34,61.44,261052
2024-05-23,61.43,62.22,61.03,61.77,240961
2024-05-24,61.43,63.01,61.13,62.65,259270
2024-05-27,62.53,64.31,61.57,63.62,305462
2024-05-28,63.63,63.81,62.53,63.06,191737
2024-05-29,62.63,63.23,61.53,61.88,241321
2024-05-30,61.74,62.22,61.17,61.21,193586
2024-05-31,61.22,61.6,60.58,60.79,261294
2024-06-03,60.91,62.33,60.3,61.05,357556
2024-06-04,61.02,61.02,59.43,60.71,306212
2024-06-05,60.58,61.23,59.83,59.95,283319
2024-06-06,59.83,62.06,59.83,61.79,436037
2024-06-07,61.23,61.48,59.74,61.19,400646
2024-06-11,60.53,62.53,60.21,61.03,336897
2024-06-12,60.87,61.77,60.56,61.19,257072
2024-06-13,61.34,61.48,59.69,59.95,274850
2024-06-14,59.54,61.79,59.53,61.64,379244
2024-06-17,61.79,61.79,60.21,60.56,253358
2024-06-18,60.33,61.22,59.7,60.87,218675
